trackName,artistName,msPlayed,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Loverboy,A-Wall,338268,bedroom pop,0.604,0.466,0.0,-10.093,1.0,0.0315,0.649,0.0334,0.093,0.499,120.045,audio_features,0qXP5fMhxGzxALOkXYUxfP,spotify:track:0qXP5fMhxGzxALOkXYUxfP,https://api.spotify.com/v1/tracks/0qXP5fMhxGzxALOkXYUxfP,https://api.spotify.com/v1/audio-analysis/0qXP5fMhxGzxALOkXYUxfP,224520.0,4.0
Loverboy - San Holo Version,A-Wall,27681,bedroom pop,0.636,0.704,0.0,-6.827,1.0,0.0597,0.184,5.23e-05,0.138,0.478,121.078,audio_features,6T7RlwsNCmCvyYLOvqzpGW,spotify:track:6T7RlwsNCmCvyYLOvqzpGW,https://api.spotify.com/v1/tracks/6T7RlwsNCmCvyYLOvqzpGW,https://api.spotify.com/v1/audio-analysis/6T7RlwsNCmCvyYLOvqzpGW,197355.0,4.0
Lovers Do,The Brummies,2475948,alabama indie,0.548,0.372,7.0,-8.598,1.0,0.0305,0.588,0.00557,0.347,0.304,149.712,audio_features,2gdwaznV8yFi6jGk6rgMDh,spotify:track:2gdwaznV8yFi6jGk6rgMDh,https://api.spotify.com/v1/tracks/2gdwaznV8yFi6jGk6rgMDh,https://api.spotify.com/v1/audio-analysis/2gdwaznV8yFi6jGk6rgMDh,190787.0,4.0
Lovers In The Night,Seori,2661683,korean r&b,0.776,0.785,9.0,-4.085,0.0,0.058,0.295,0.000807,0.169,0.5,98.036,audio_features,2dX2W20qzwqM6G910woDKo,spotify:track:2dX2W20qzwqM6G910woDKo,https://api.spotify.com/v1/tracks/2dX2W20qzwqM6G910woDKo,https://api.spotify.com/v1/audio-analysis/2dX2W20qzwqM6G910woDKo,210547.0,4.0
Lovin' Every Minute,AREA21,2208693,,0.718,0.574,1.0,-7.312,0.0,0.0902,0.17,3.08e-06,0.126,0.673,129.974,audio_features,03wMGPA6NlFsEqitZcuaG2,spotify:track:03wMGPA6NlFsEqitZcuaG2,https://api.spotify.com/v1/tracks/03wMGPA6NlFsEqitZcuaG2,https://api.spotify.com/v1/audio-analysis/03wMGPA6NlFsEqitZcuaG2,162547.0,4.0
"Loving, Loving",Vera Sola,765456,alternative americana,0.395,0.324,11.0,-12.52,0.0,0.0406,0.864,0.0749,0.105,0.0588,121.095,audio_features,74PqdCEXhh29g5a8UGIez8,spotify:track:74PqdCEXhh29g5a8UGIez8,https://api.spotify.com/v1/tracks/74PqdCEXhh29g5a8UGIez8,https://api.spotify.com/v1/audio-analysis/74PqdCEXhh29g5a8UGIez8,200449.0,4.0
Low,Lund,1798044,cloud rap,0.745,0.438,4.0,-7.018,0.0,0.0326,0.678,0.112,0.125,0.0409,119.99,audio_features,5RLDbZPiqULNl4cr17eoIV,spotify:track:5RLDbZPiqULNl4cr17eoIV,https://api.spotify.com/v1/tracks/5RLDbZPiqULNl4cr17eoIV,https://api.spotify.com/v1/audio-analysis/5RLDbZPiqULNl4cr17eoIV,233963.0,4.0
Low (feat. T-Pain),Flo Rida,231373,dance pop,0.918,0.609,10.0,-5.64,0.0,0.0791,0.0928,0.0,0.139,0.304,128.008,audio_features,0CAfXk7DXMnon4gLudAp7J,spotify:track:0CAfXk7DXMnon4gLudAp7J,https://api.spotify.com/v1/tracks/0CAfXk7DXMnon4gLudAp7J,https://api.spotify.com/v1/audio-analysis/0CAfXk7DXMnon4gLudAp7J,231400.0,4.0
Luar,"colours in the dark,Beatmund Noise",411426,lo-fi sleep,0.628,0.197,8.0,-17.944,0.0,0.0367,0.942,0.88,0.0803,0.201,139.865,audio_features,5DoH4vaCLMyV2bem2k326P,spotify:track:5DoH4vaCLMyV2bem2k326P,https://api.spotify.com/v1/tracks/5DoH4vaCLMyV2bem2k326P,https://api.spotify.com/v1/audio-analysis/5DoH4vaCLMyV2bem2k326P,137143.0,4.0
Lucky,Jason Mraz,7156195,acoustic pop,0.625,0.414,0.0,-8.7,1.0,0.0369,0.294,0.0,0.151,0.669,130.088,audio_features,0IktbUcnAGrvD03AWnz3Q8,spotify:track:0IktbUcnAGrvD03AWnz3Q8,https://api.spotify.com/v1/tracks/0IktbUcnAGrvD03AWnz3Q8,https://api.spotify.com/v1/audio-analysis/0IktbUcnAGrvD03AWnz3Q8,189613.0,4.0
Lucky,Radiohead,26382,alternative rock,0.213,0.4,11.0,-9.813,0.0,0.0324,0.053,0.612,0.111,0.195,133.369,audio_features,14xj58ZexBaEaHARb11Cqs,spotify:track:14xj58ZexBaEaHARb11Cqs,https://api.spotify.com/v1/tracks/14xj58ZexBaEaHARb11Cqs,https://api.spotify.com/v1/audio-analysis/14xj58ZexBaEaHARb11Cqs,258813.0,4.0
Lucky You (feat. Joyner Lucas),Eminem,244476,detroit hip hop,0.876,0.786,10.0,-4.884,0.0,0.306,0.0627,0.0,0.127,0.575,153.068,audio_features,60SdxE8apGAxMiRrpbmLY0,spotify:track:60SdxE8apGAxMiRrpbmLY0,https://api.spotify.com/v1/tracks/60SdxE8apGAxMiRrpbmLY0,https://api.spotify.com/v1/audio-analysis/60SdxE8apGAxMiRrpbmLY0,244679.0,4.0
Lucy,Still Woozy,142274,bedroom pop,0.647,0.537,6.0,-12.006,0.0,0.21,0.43,0.000258,0.119,0.846,84.46,audio_features,5RxpYHVbGJPOvSEATQyg9P,spotify:track:5RxpYHVbGJPOvSEATQyg9P,https://api.spotify.com/v1/tracks/5RxpYHVbGJPOvSEATQyg9P,https://api.spotify.com/v1/audio-analysis/5RxpYHVbGJPOvSEATQyg9P,142500.0,4.0
Ludens,Bring Me The Horizon,568104,melodic metalcore,0.294,0.679,8.0,-6.182,1.0,0.152,0.000551,5.13e-05,0.165,0.383,198.03,audio_features,4xWirulal0kGikFE3WSU75,spotify:track:4xWirulal0kGikFE3WSU75,https://api.spotify.com/v1/tracks/4xWirulal0kGikFE3WSU75,https://api.spotify.com/v1/audio-analysis/4xWirulal0kGikFE3WSU75,280152.0,3.0
Lullabies,Dimension 32,7947582,lo-fi sleep,0.66,0.105,4.0,-20.191,1.0,0.032,0.982,0.924,0.0799,0.0692,75.022,audio_features,6awI76zlVfh9xM4YBEnxnt,spotify:track:6awI76zlVfh9xM4YBEnxnt,https://api.spotify.com/v1/tracks/6awI76zlVfh9xM4YBEnxnt,https://api.spotify.com/v1/audio-analysis/6awI76zlVfh9xM4YBEnxnt,159133.0,4.0
Lullaby,Bcalm,275000,focus beats,0.696,0.159,3.0,-13.969,1.0,0.0422,0.918,0.906,0.2,0.161,120.016,audio_features,2MQ5oY4ZoJugYsTNEk1Gjb,spotify:track:2MQ5oY4ZoJugYsTNEk1Gjb,https://api.spotify.com/v1/tracks/2MQ5oY4ZoJugYsTNEk1Gjb,https://api.spotify.com/v1/audio-analysis/2MQ5oY4ZoJugYsTNEk1Gjb,137500.0,4.0
Luna,Tenno,154615,japanese chillhop,0.395,0.379,9.0,-13.785,0.0,0.192,0.936,0.977,0.344,0.0379,207.841,audio_features,5FMeLrcoOH6iwTS5QD7aLR,spotify:track:5FMeLrcoOH6iwTS5QD7aLR,https://api.spotify.com/v1/tracks/5FMeLrcoOH6iwTS5QD7aLR,https://api.spotify.com/v1/audio-analysis/5FMeLrcoOH6iwTS5QD7aLR,154615.0,3.0
Lunar Phase,Atlis,229410,,0.56,0.134,7.0,-21.288,0.0,0.0342,0.974,0.921,0.127,0.0392,101.993,audio_features,2ALjttxAgqYgeTQyjg17k7,spotify:track:2ALjttxAgqYgeTQyjg17k7,https://api.spotify.com/v1/tracks/2ALjttxAgqYgeTQyjg17k7,https://api.spotify.com/v1/audio-analysis/2ALjttxAgqYgeTQyjg17k7,114706.0,4.0
Lunatic,UPSAHL,1131824,alt z,0.716,0.703,9.0,-4.997,0.0,0.0764,0.218,2.81e-06,0.0926,0.846,124.099,audio_features,2uodDdo4jqShIEAFy8yuIY,spotify:track:2uodDdo4jqShIEAFy8yuIY,https://api.spotify.com/v1/tracks/2uodDdo4jqShIEAFy8yuIY,https://api.spotify.com/v1/audio-analysis/2uodDdo4jqShIEAFy8yuIY,141227.0,4.0
Lungi Dance,Yo Yo Honey Singh,275207,filmi,0.684,0.958,1.0,-4.793,1.0,0.264,0.314,1.94e-06,0.618,0.817,163.95,audio_features,3VXh3jYTW3lTxtXRnu2TKP,spotify:track:3VXh3jYTW3lTxtXRnu2TKP,https://api.spotify.com/v1/tracks/3VXh3jYTW3lTxtXRnu2TKP,https://api.spotify.com/v1/audio-analysis/3VXh3jYTW3lTxtXRnu2TKP,275399.0,4.0
Lungs,Yoste,129090,chill pop,0.548,0.492,6.0,-7.813,1.0,0.0721,0.512,0.000468,0.108,0.589,78.786,audio_features,12i8BdLiiYBLLoKijja3O6,spotify:track:12i8BdLiiYBLLoKijja3O6,https://api.spotify.com/v1/tracks/12i8BdLiiYBLLoKijja3O6,https://api.spotify.com/v1/audio-analysis/12i8BdLiiYBLLoKijja3O6,190773.0,4.0
MAKE A MESS,blackbear,159586,pop,0.823,0.455,11.0,-7.839,0.0,0.0466,0.00175,1.24e-06,0.0559,0.723,126.96,audio_features,6OOTj2UtduuvtiL4X4MZDF,spotify:track:6OOTj2UtduuvtiL4X4MZDF,https://api.spotify.com/v1/tracks/6OOTj2UtduuvtiL4X4MZDF,https://api.spotify.com/v1/audio-analysis/6OOTj2UtduuvtiL4X4MZDF,159734.0,4.0
MAKE YOU SCREAM,Phonked,125923,,0.689,0.727,8.0,-7.344,1.0,0.0363,0.0956,0.783,0.0607,0.428,129.974,audio_features,4kEeqEmNFaW3iS3Tehg7Q3,spotify:track:4kEeqEmNFaW3iS3Tehg7Q3,https://api.spotify.com/v1/tracks/4kEeqEmNFaW3iS3Tehg7Q3,https://api.spotify.com/v1/audio-analysis/4kEeqEmNFaW3iS3Tehg7Q3,166600.0,4.0
ME BECAUSE OF YOU,HRVY,4323012,pop,0.653,0.866,10.0,-4.898,1.0,0.0552,0.0797,1.11e-06,0.17,0.644,121.972,audio_features,6BQcggOEF7ASntQACEdT2L,spotify:track:6BQcggOEF7ASntQACEdT2L,https://api.spotify.com/v1/tracks/6BQcggOEF7ASntQACEdT2L,https://api.spotify.com/v1/audio-analysis/6BQcggOEF7ASntQACEdT2L,173093.0,4.0
ME MYSELF & I,Kid Trunks,129186,asian american hip hop,0.581,0.385,9.0,-9.758,1.0,0.0359,0.174,0.0,0.122,0.176,130.06,audio_features,15DW6TwIlbl9IVfEJfE0mQ,spotify:track:15DW6TwIlbl9IVfEJfE0mQ,https://api.spotify.com/v1/tracks/15DW6TwIlbl9IVfEJfE0mQ,https://api.spotify.com/v1/audio-analysis/15DW6TwIlbl9IVfEJfE0mQ,129187.0,4.0
MEGALOVANIA,Toby Fox,256084,indie game soundtrack,0.719,0.632,7.0,-9.849,1.0,0.0602,0.000377,0.855,0.0362,0.934,119.987,audio_features,1J03Vp93ybKIxfzYI4YJtL,spotify:track:1J03Vp93ybKIxfzYI4YJtL,https://api.spotify.com/v1/tracks/1J03Vp93ybKIxfzYI4YJtL,https://api.spotify.com/v1/audio-analysis/1J03Vp93ybKIxfzYI4YJtL,156000.0,4.0
METAMORPHOSIS,INTERWORLD,142839,phonk brasileiro,0.593,0.641,7.0,-12.727,0.0,0.0992,0.426,0.901,0.122,0.147,175.014,audio_features,2ksyzVfU0WJoBpu8otr4pz,spotify:track:2ksyzVfU0WJoBpu8otr4pz,https://api.spotify.com/v1/tracks/2ksyzVfU0WJoBpu8otr4pz,https://api.spotify.com/v1/audio-analysis/2ksyzVfU0WJoBpu8otr4pz,142839.0,4.0
MIA (feat. Drake),Bad Bunny,527068,reggaeton,0.817,0.539,6.0,-6.349,0.0,0.0621,0.0141,0.000496,0.099,0.158,97.061,audio_features,3Ueq2zboxwAbsvHrOjdEqz,spotify:track:3Ueq2zboxwAbsvHrOjdEqz,https://api.spotify.com/v1/tracks/3Ueq2zboxwAbsvHrOjdEqz,https://api.spotify.com/v1/audio-analysis/3Ueq2zboxwAbsvHrOjdEqz,210368.0,4.0
MIDDLE OF THE NIGHT,Elley Duhé,804897,alt z,0.41,0.611,4.0,-8.271,0.0,0.0467,0.0228,0.0,0.116,0.0899,185.727,audio_features,58HvfVOeJY7lUuCqF0m3ly,spotify:track:58HvfVOeJY7lUuCqF0m3ly,https://api.spotify.com/v1/tracks/58HvfVOeJY7lUuCqF0m3ly,https://api.spotify.com/v1/audio-analysis/58HvfVOeJY7lUuCqF0m3ly,184448.0,3.0
MIDNIGHT,PLAYAMANE,796390,drift phonk,0.633,0.433,1.0,-8.833,1.0,0.229,0.0053,0.28,0.145,0.373,122.088,audio_features,2WzAAerBvZvvFXgUpSwHZ9,spotify:track:2WzAAerBvZvvFXgUpSwHZ9,https://api.spotify.com/v1/tracks/2WzAAerBvZvvFXgUpSwHZ9,https://api.spotify.com/v1/audio-analysis/2WzAAerBvZvvFXgUpSwHZ9,121972.0,4.0
MISA MISA!,CORPSE,233367,pov: indie,0.672,0.981,1.0,-1.252,1.0,0.181,0.0302,2.36e-05,0.648,0.694,95.014,audio_features,2biZJ6YK8Pz1bUby8VDV3Q,spotify:track:2biZJ6YK8Pz1bUby8VDV3Q,https://api.spotify.com/v1/tracks/2biZJ6YK8Pz1bUby8VDV3Q,https://api.spotify.com/v1/audio-analysis/2biZJ6YK8Pz1bUby8VDV3Q,85895.0,4.0
MJ,Lund,361966,cloud rap,0.785,0.422,6.0,-11.88,0.0,0.0531,0.492,0.0452,0.095,0.552,122.035,audio_features,2IpBSXGTdHFq0Dt8zzoh5h,spotify:track:2IpBSXGTdHFq0Dt8zzoh5h,https://api.spotify.com/v1/tracks/2IpBSXGTdHFq0Dt8zzoh5h,https://api.spotify.com/v1/audio-analysis/2IpBSXGTdHFq0Dt8zzoh5h,180984.0,4.0
MONEY,LISA,168227,k-pop,0.831,0.554,1.0,-9.998,0.0,0.218,0.161,6.12e-05,0.152,0.396,140.026,audio_features,7hU3IHwjX150XLoTVmjD0q,spotify:track:7hU3IHwjX150XLoTVmjD0q,https://api.spotify.com/v1/tracks/7hU3IHwjX150XLoTVmjD0q,https://api.spotify.com/v1/audio-analysis/7hU3IHwjX150XLoTVmjD0q,168228.0,4.0
MONSTERS!,LaLion,169552,,0.736,0.616,7.0,-5.5,1.0,0.0532,0.247,0.0,0.379,0.653,126.117,audio_features,5tkX48DzHmul9IlHyj0hxx,spotify:track:5tkX48DzHmul9IlHyj0hxx,https://api.spotify.com/v1/tracks/5tkX48DzHmul9IlHyj0hxx,https://api.spotify.com/v1/audio-analysis/5tkX48DzHmul9IlHyj0hxx,168730.0,4.0
MORTAL,Pharmacist,143784,drift phonk,0.672,0.996,11.0,-1.448,1.0,0.0545,0.0846,0.928,0.111,0.697,174.965,audio_features,0I7I4kUnGVqoxemDmYcysN,spotify:track:0I7I4kUnGVqoxemDmYcysN,https://api.spotify.com/v1/tracks/0I7I4kUnGVqoxemDmYcysN,https://api.spotify.com/v1/audio-analysis/0I7I4kUnGVqoxemDmYcysN,143920.0,4.0
MUKANJYO,Survive Said The Prophet,4389209,j-poprock,0.468,0.961,7.0,-4.082,1.0,0.114,0.00364,0.0,0.226,0.31,94.926,audio_features,4MTgIH5OZQHAbdBWgbKSAb,spotify:track:4MTgIH5OZQHAbdBWgbKSAb,https://api.spotify.com/v1/tracks/4MTgIH5OZQHAbdBWgbKSAb,https://api.spotify.com/v1/audio-analysis/4MTgIH5OZQHAbdBWgbKSAb,192400.0,4.0
MY TIME,Arizona Zervas,150118,pop rap,0.622,0.527,10.0,-7.638,0.0,0.0346,0.446,0.0,0.07,0.212,79.478,audio_features,0pM1oWq2iw8W0AY6ORdC0x,spotify:track:0pM1oWq2iw8W0AY6ORdC0x,https://api.spotify.com/v1/tracks/0pM1oWq2iw8W0AY6ORdC0x,https://api.spotify.com/v1/audio-analysis/0pM1oWq2iw8W0AY6ORdC0x,150119.0,4.0
Ma Belle,AP Dhillon,301974,desi hip hop,0.908,0.314,0.0,-9.614,1.0,0.116,0.0424,4.15e-05,0.0727,0.244,97.011,audio_features,3D0pmiK3zyF9PudyJ8mkor,spotify:track:3D0pmiK3zyF9PudyJ8mkor,https://api.spotify.com/v1/tracks/3D0pmiK3zyF9PudyJ8mkor,https://api.spotify.com/v1/audio-analysis/3D0pmiK3zyF9PudyJ8mkor,160825.0,4.0
"Maa Tujhe Salaam (From ""Vande Mataram"")",A.R. Rahman,309813,,,,,,,,,,,,,,,,,,,
Maahi (Lofi),JalRaj,192000,desi pop,0.589,0.456,7.0,-9.581,0.0,0.0307,0.608,0.0,0.249,0.205,75.012,audio_features,5IvV6X170dmEZCCbmNH4eQ,spotify:track:5IvV6X170dmEZCCbmNH4eQ,https://api.spotify.com/v1/tracks/5IvV6X170dmEZCCbmNH4eQ,https://api.spotify.com/v1/audio-analysis/5IvV6X170dmEZCCbmNH4eQ,192000.0,4.0
Maahi Ve,Shankar-Ehsaan-Loy,917251,filmi,0.815,0.833,7.0,-6.117,0.0,0.0769,0.0297,2e-05,0.33,0.563,99.989,audio_features,7Czm0vv2sYL5z4P51KY66e,spotify:track:7Czm0vv2sYL5z4P51KY66e,https://api.spotify.com/v1/tracks/7Czm0vv2sYL5z4P51KY66e,https://api.spotify.com/v1/audio-analysis/7Czm0vv2sYL5z4P51KY66e,366853.0,4.0
Maana Ke Hum Yaar Nahin,Sachin-Jigar,11294,filmi,0.537,0.367,8.0,-9.362,1.0,0.0241,0.815,0.0,0.132,0.348,90.953,audio_features,1O3WfEwaSpsgZ6tw8jNT8I,spotify:track:1O3WfEwaSpsgZ6tw8jNT8I,https://api.spotify.com/v1/tracks/1O3WfEwaSpsgZ6tw8jNT8I,https://api.spotify.com/v1/audio-analysis/1O3WfEwaSpsgZ6tw8jNT8I,264614.0,4.0
Machine,Imagine Dragons,181880,modern rock,0.638,0.679,4.0,-5.278,1.0,0.0425,0.0016,0.00655,0.121,0.596,81.045,audio_features,4uGY9CqDtGtaTTLg1cgsWD,spotify:track:4uGY9CqDtGtaTTLg1cgsWD,https://api.spotify.com/v1/tracks/4uGY9CqDtGtaTTLg1cgsWD,https://api.spotify.com/v1/audio-analysis/4uGY9CqDtGtaTTLg1cgsWD,181880.0,4.0
Mad at Disney,salem ilese,827865,alt z,0.738,0.621,0.0,-7.313,1.0,0.0486,0.424,7.39e-06,0.692,0.715,113.968,audio_features,7aGyRfJWtLqgJaZoG9lJhE,spotify:track:7aGyRfJWtLqgJaZoG9lJhE,https://api.spotify.com/v1/tracks/7aGyRfJWtLqgJaZoG9lJhE,https://api.spotify.com/v1/audio-analysis/7aGyRfJWtLqgJaZoG9lJhE,136839.0,4.0
Madan Senki Ryukendo Opening Song (魔弾戦記きリュウケンドー),Beastmaster64,203920,,,,,,,,,,,,,,,,,,,
Madara Uchiha Speech - Naruto,Common Man,59727,,,,,,,,,,,,,,,,,,,
Magic,Dylan Rockoff,247678,nashville singer-songwriter,0.756,0.715,10.0,-4.656,0.0,0.124,0.0787,0.0,0.0814,0.586,106.022,audio_features,26mmuOn5tuZjd3Th4XkMkT,spotify:track:26mmuOn5tuZjd3Th4XkMkT,https://api.spotify.com/v1/tracks/26mmuOn5tuZjd3Th4XkMkT,https://api.spotify.com/v1/audio-analysis/26mmuOn5tuZjd3Th4XkMkT,155086.0,4.0
Magnetic,EMDI,1112384,covertronica,0.605,0.88,9.0,-6.283,0.0,0.0669,0.441,8.62e-06,0.113,0.58,123.832,audio_features,4wwaZGdgjIJ5NnfGQchgbZ,spotify:track:4wwaZGdgjIJ5NnfGQchgbZ,https://api.spotify.com/v1/tracks/4wwaZGdgjIJ5NnfGQchgbZ,https://api.spotify.com/v1/audio-analysis/4wwaZGdgjIJ5NnfGQchgbZ,158952.0,4.0
Mai Tai,Oaty.,159050,lo-fi jazzhop,0.771,0.426,1.0,-5.671,1.0,0.13,0.857,0.946,0.107,0.365,86.016,audio_features,2AY6KaNaf91MbEl8mwWIR6,spotify:track:2AY6KaNaf91MbEl8mwWIR6,https://api.spotify.com/v1/tracks/2AY6KaNaf91MbEl8mwWIR6,https://api.spotify.com/v1/audio-analysis/2AY6KaNaf91MbEl8mwWIR6,159050.0,4.0
Maid of Amsterdam,Nils Brown,62634,shanty,0.842,0.462,2.0,-5.958,1.0,0.119,0.97,0.0,0.151,0.717,98.386,audio_features,3cd7jd2Bby322dCQmG0NZv,spotify:track:3cd7jd2Bby322dCQmG0NZv,https://api.spotify.com/v1/tracks/3cd7jd2Bby322dCQmG0NZv,https://api.spotify.com/v1/audio-analysis/3cd7jd2Bby322dCQmG0NZv,101307.0,4.0
Main Agar Kahoon,Sonu Nigam,2730408,filmi,0.533,0.436,5.0,-7.521,0.0,0.0276,0.234,3.17e-06,0.46,0.371,146.868,audio_features,0iXLwnLmLwn9y54JtBTNxY,spotify:track:0iXLwnLmLwn9y54JtBTNxY,https://api.spotify.com/v1/tracks/0iXLwnLmLwn9y54JtBTNxY,https://api.spotify.com/v1/audio-analysis/0iXLwnLmLwn9y54JtBTNxY,308158.0,3.0
Main Hoon Na,Sonu Nigam,495370,filmi,0.48,0.681,5.0,-8.002,1.0,0.163,0.284,0.0,0.125,0.74,88.003,audio_features,0v7rJIwQ2xeB1W19eU5IQS,spotify:track:0v7rJIwQ2xeB1W19eU5IQS,https://api.spotify.com/v1/tracks/0v7rJIwQ2xeB1W19eU5IQS,https://api.spotify.com/v1/audio-analysis/0v7rJIwQ2xeB1W19eU5IQS,361067.0,4.0
Main Hoon Wo Aasman,Rafaqat Ali Khan,453860,pakistani pop,0.633,0.581,1.0,-7.361,0.0,0.0329,0.125,0.000825,0.104,0.122,101.951,audio_features,4lBZSTpKay9ondUDxaCh13,spotify:track:4lBZSTpKay9ondUDxaCh13,https://api.spotify.com/v1/tracks/4lBZSTpKay9ondUDxaCh13,https://api.spotify.com/v1/audio-analysis/4lBZSTpKay9ondUDxaCh13,403613.0,4.0
"Main Ki Karaan? (From ""Laal Singh Chaddha"")",Pritam,4080,,,,,,,,,,,,,,,,,,,
"Main Koi Aisa Geet Gaoon (From ""Yes Boss"")",Abhijeet,317000,,,,,,,,,,,,,,,,,,,
Main Laut Aaunga,Kaash,17221,indian indie,0.371,0.519,0.0,-7.567,1.0,0.0286,0.303,0.0,0.2,0.091,180.772,audio_features,4qBoJAVBL9qDEfUOlYeCyY,spotify:track:4qBoJAVBL9qDEfUOlYeCyY,https://api.spotify.com/v1/tracks/4qBoJAVBL9qDEfUOlYeCyY,https://api.spotify.com/v1/audio-analysis/4qBoJAVBL9qDEfUOlYeCyY,306888.0,4.0
Main Woh Chaand,Darshan Raval,1702519,desi pop,0.583,0.45,5.0,-7.218,0.0,0.0292,0.364,0.00166,0.141,0.217,92.043,audio_features,06uNwpGEx0XElATDWFwsxZ,spotify:track:06uNwpGEx0XElATDWFwsxZ,https://api.spotify.com/v1/tracks/06uNwpGEx0XElATDWFwsxZ,https://api.spotify.com/v1/audio-analysis/06uNwpGEx0XElATDWFwsxZ,322809.0,4.0
Maine Dil Se Kaha,KK,3379203,filmi,0.6,0.5,0.0,-9.115,1.0,0.0252,0.384,3.81e-05,0.0907,0.258,110.006,audio_features,1Y8pGgDe1QRB9uK0dT0CvA,spotify:track:1Y8pGgDe1QRB9uK0dT0CvA,https://api.spotify.com/v1/tracks/1Y8pGgDe1QRB9uK0dT0CvA,https://api.spotify.com/v1/audio-analysis/1Y8pGgDe1QRB9uK0dT0CvA,312787.0,4.0
"Maine Poochha Chand Se - From ""Abdullah""",Mohammed Rafi,307373,classic bollywood,0.468,0.426,1.0,-8.336,1.0,0.0325,0.608,0.0,0.0733,0.319,129.857,audio_features,5lYKw1v3QHyt6I24wBk1Uo,spotify:track:5lYKw1v3QHyt6I24wBk1Uo,https://api.spotify.com/v1/tracks/5lYKw1v3QHyt6I24wBk1Uo,https://api.spotify.com/v1/audio-analysis/5lYKw1v3QHyt6I24wBk1Uo,308667.0,3.0
Make It (feat. The Weeknd) [DJAmg Remixer],AtariJones,123275,chill baile,0.514,0.407,9.0,-15.052,1.0,0.153,0.0134,0.0294,0.135,0.25,82.759,audio_features,6q4EtrwC14rUa98NhI0vKx,spotify:track:6q4EtrwC14rUa98NhI0vKx,https://api.spotify.com/v1/tracks/6q4EtrwC14rUa98NhI0vKx,https://api.spotify.com/v1/audio-analysis/6q4EtrwC14rUa98NhI0vKx,102243.0,4.0
Make It Bun Dem,Skrillex,213180,brostep,0.556,0.881,7.0,-2.224,1.0,0.082,0.00119,0.0,0.0709,0.337,104.973,audio_features,0mlf3yOGzVnIVxjybDQL3h,spotify:track:0mlf3yOGzVnIVxjybDQL3h,https://api.spotify.com/v1/tracks/0mlf3yOGzVnIVxjybDQL3h,https://api.spotify.com/v1/audio-analysis/0mlf3yOGzVnIVxjybDQL3h,213697.0,1.0
Make It Right (feat. Lauv),BTS,452554,k-pop,0.583,0.68,7.0,-7.809,1.0,0.422,0.0304,0.0,0.189,0.343,97.568,audio_features,2WH4oy1SYppZrcdgKwSA0j,spotify:track:2WH4oy1SYppZrcdgKwSA0j,https://api.spotify.com/v1/tracks/2WH4oy1SYppZrcdgKwSA0j,https://api.spotify.com/v1/audio-analysis/2WH4oy1SYppZrcdgKwSA0j,226321.0,4.0
Make It Up,Tirzah,230745,alternative r&b,0.913,0.351,1.0,-12.246,1.0,0.311,0.674,0.00253,0.0804,0.303,105.013,audio_features,66aoMO408FA4pLR2xWVH3f,spotify:track:66aoMO408FA4pLR2xWVH3f,https://api.spotify.com/v1/tracks/66aoMO408FA4pLR2xWVH3f,https://api.spotify.com/v1/audio-analysis/66aoMO408FA4pLR2xWVH3f,230746.0,4.0
Make Me A Memory,nøll,1788984,,0.629,0.628,7.0,-6.097,0.0,0.0404,0.436,0.00907,0.0677,0.17,85.023,audio_features,6rbnauS7WjniN8vbV4tTkQ,spotify:track:6rbnauS7WjniN8vbV4tTkQ,https://api.spotify.com/v1/tracks/6rbnauS7WjniN8vbV4tTkQ,https://api.spotify.com/v1/audio-analysis/6rbnauS7WjniN8vbV4tTkQ,192000.0,4.0
Make Some Noise For The Desi Boyz,Pritam,159464,filmi,0.692,0.954,2.0,-3.93,0.0,0.0915,0.0188,0.0,0.151,0.89,141.98,audio_features,71s7tZo8OGlN3VXyURWLUr,spotify:track:71s7tZo8OGlN3VXyURWLUr,https://api.spotify.com/v1/tracks/71s7tZo8OGlN3VXyURWLUr,https://api.spotify.com/v1/audio-analysis/71s7tZo8OGlN3VXyURWLUr,244068.0,4.0
Make Us Never Happen,shy martin,171890,alt z,0.61,0.489,10.0,-8.541,0.0,0.127,0.308,0.0,0.165,0.331,105.016,audio_features,03ARE7xKtbCVV2GE5j0IWq,spotify:track:03ARE7xKtbCVV2GE5j0IWq,https://api.spotify.com/v1/tracks/03ARE7xKtbCVV2GE5j0IWq,https://api.spotify.com/v1/audio-analysis/03ARE7xKtbCVV2GE5j0IWq,171890.0,4.0
Make You Mine,PUBLIC,2250621,indie rockism,0.606,0.799,9.0,-4.452,1.0,0.0261,0.0128,0.0,0.15,0.638,103.014,audio_features,5iFwAOB2TFkPJk8sMlxP8g,spotify:track:5iFwAOB2TFkPJk8sMlxP8g,https://api.spotify.com/v1/tracks/5iFwAOB2TFkPJk8sMlxP8g,https://api.spotify.com/v1/audio-analysis/5iFwAOB2TFkPJk8sMlxP8g,232907.0,4.0
